text,key,en_a1,en_a2,en_a3,en_a4,en_a5,en_a6
<handle replaced>10860 days Kashmiri Pandits had to leave their homes &amp; live like refugees in their own country! LET THAT SINK IN!!,question_2,,,,,0.0,
"<handle replaced>1947- When Hindustan was divided on the basis on religion when Indian Muslims forced to divide India cutting its 2 arms and then massacring millions of Hindus, a trend that started with Islamic invasions from 8th Century. Now they assume Pen &amp; hid the sword. Wake up Hindus!!!",question_2,,,0.0,,,
<handle replaced>2000+muslims??? Really..? From where u got these stats..😒,question_2,,0.0,,0.0,,
<handle replaced>2021is shit scared after seeing this,question_2,,,,0.0,,
"<handle replaced>3 were victims of love jihad, But, now hsrd core terrorist, Kerala the heaven of jihadis, and, want to come back and make life of 100 million miserable",question_2,,,,,1.0,
<handle replaced>31 freaking days 🙄,question_2,,0.0,,,,
<handle replaced>3Pussy Cats,question_2,,,1.0,,,
"<handle replaced>5 digit number 10,000 se start ho k 99,999 tak hy, i want you to narrow down the range 😂",question_2,,,0.0,,,
<handle replaced>80-90% population is Lucknow don't understand Urdu... Sheer stupidity....and Yogi government should remove these sign boards in imported language asap.  #UPmeinJungleRaj,question_2,,,,,1.0,
<handle replaced><handle replaced>  #PseudoHindus of BJP RSS are obstruction to development of India. Fast this kind of morons are removed from society-fastest development of India ..They are simply parasites of Hindu society live on sucking blood of Hindus .,question_2,,,,0.0,0.0,
<handle replaced><handle replaced>  Congress party must take it to the fronts jay hind,question_2,,,,0.0,,
<handle replaced><handle replaced>  Feeling bored.... Get to know the Movies Worth watching during this lockdown.. Hope you all like it,question_2,,0.0,,,,
<handle replaced><handle replaced>  Plz give Fatejo luv Story   GIVE FATEJO LOVESTORY,question_2,,,0.0,,,
"<handle replaced><handle replaced> <handle replaced> <handle replaced> <handle replaced> <handle replaced> <handle replaced> <handle replaced> <handle replaced> <handle replaced>INDIA'S EXCESSIVE❤,ADULATION&amp;OBSESSION WID OVAHYPED OVAPAID BOLLYWOOD&amp;CRICKET HS CREATED EVIL SERIALKILLING MONSTERS  #BoycottBollywood",question_2,,0.0,,,,
"<handle replaced><handle replaced> <handle replaced><handle replaced>  Hi Parvathy, you are right about ARJUN REDDY.  Look at east. Now we have a proof with M.B.B.S",question_2,,0.0,,,,
"<handle replaced><handle replaced> Even an ordinary rainbow is always made extraordinary because of your presence. Do you know why I wouldn't ever compare you to a unicorn? It's because you're actually real, I really admire you <handle replaced>❤❤😘",question_2,,0.0,,,,
"<handle replaced><handle replaced> Just Gv Ur sis(TANISHA) some sense she is fucking losser,chepo,nd she iz dfntly a flop actres.#LoveuhGauharkhan",question_2,,0.0,,,,
<handle replaced><handle replaced> Listen to another Muslim lady and How she speaks her blood line  It’s matter of breeding I guess that some nurture hate and some true follower of Holy Prophet nurture love in hate too #ShabnamKhan,question_2,,,,0.0,,
"<handle replaced><handle replaced> RT51202544  I am waiting  from 22 Nov,  I want cancel this fake return Id ,its created by #CHEEP_AJIO. CANCEL THIS RETURN REQUEST , I WANT CHANGE REASON   #bycott_ajio #HELP_ME #BANNED_AJIO #BANNED_RELIANCE <handle replaced>",question_2,,0.0,,,,0.0
<handle replaced><handle replaced> When jasfa will suffer?,question_2,,,0.0,,,
<handle replaced><handle replaced> Youre a whore for height,question_2,,,,,0.0,
<handle replaced><handle replaced> don't have any sensible work??,question_2,,,,,0.0,
<handle replaced><handle replaced> has further slim down. She is looking like Teenager,question_2,,,0.0,,,
<handle replaced><handle replaced> she is same lady who helps congress party .And how she is insulting Mayawati.,question_2,,,,,0.0,
"<handle replaced><handle replaced>""Damn this world  Damn this time  Damn this fate,  That uncivilized lizard eating Arabs have come to make me Muslim.""  - Ferdowsi, Shahnameh.   The National Epic Of Iran.  (spoken by Yezdegerd III, the last Iranian Zoroastrian king of Iran)",question_2,,,0.0,,,
"<handle replaced><handle replaced>""Making fun of one group of people should stop"" agreed. It should be condemned at first place when <handle replaced>take <handle replaced>reference in his movies. But few Nationalist enjoyed that. There was no this much of echo from VCK Party. Now its like "" U did, I will also Do """,question_2,,0.0,,,,
"<handle replaced><handle replaced>""Political opponent""? You mean that conman that tried to overthrow our government and still is trying to destroy Democracy? Don't bother I mute traitors and dumb people.",question_2,,,0.0,,,
"<handle replaced><handle replaced>""Queen Of Bollywood"".",question_2,,,0.0,,,
"<handle replaced><handle replaced>""TURU PHEMINIST"" with the man who justified GANGRAPE as ""LADKO SE GALTI HO JAATI HAI""  But but MUDI is a ""PHASIST, PATRIARCHIST"" 😌 😌 😌 😌 😌",question_2,,0.0,,,,
<handle replaced><handle replaced>#BanByju Chinese app anyway,question_2,,,,,0.0,
<handle replaced><handle replaced>#BoycottBollywood Going Watching Bollywood movies atleast people end up spending₹1000-2000/ depending on the family members.Better not to spend that money help Riots &amp; Killings by Sickular Victims Families. Donate in Soldiers Funds. in 37 years just watched 6-7 Bollywood Movies,question_2,1.0,,,,,0.0
<handle replaced><handle replaced>#DaphneCaruanaGalizia was murdered by the #Maltese government. She was right in the middle of investigating a major political story. <handle replaced>and her family took her work forward. You may read about it <handle replaced>,question_2,,,0.0,,,
<handle replaced><handle replaced>#Julie stupid girls....horrible girls...420's...culprite...wat a rude behaviour....dnt show u r face...in public.,question_2,,,,1.0,,
<handle replaced><handle replaced>#RashamiDesai was literally on fire today the way she played task and when Shukla started bitching about her within seconds she shuts his mouth too  Then he gave a fake smile 😂  #AsimRiaz and #RashamiDesai kept their standard and didn't stoop down like Shukla!,question_2,,0.0,,,,
<handle replaced><handle replaced>#RheaChakraborty is the National CRIMINAL,question_2,,,1.0,,,
<handle replaced><handle replaced>#Scrap498A #498A #Terrorism #LegalTerrorism #FakeCases on #MenToo #Genocide in #India #GenderBiasedLaws #Corruption is #BreakingIndia #MensCommission #PurushAayog   Law of Bail &amp; Drafting Bail Applications | Mr Bharat Chugh (Former Judg…,question_2,,,,,1.0,
"<handle replaced><handle replaced>#Scrap498A #498A #Terrorism #LegalTerrorism #FakeCases on #MenToo #Genocide in #India #GenderBiasedLaws #Corruption is #BreakingIndia #MensCommission #PurushAayog   जानिए Advocate A.P Singhके जीवन के बारे में ,Know about the life of law…",question_2,,,,,,1.0
<handle replaced><handle replaced>#UrbanNaxal Spotted,question_2,,,,1.0,,
<handle replaced><handle replaced>#WorldDayAgainstChildLabor Quite alarming situation in #Pakistan like wise western but in different flavour against common girls&amp;boys insecure by people in power&amp;authority whether religious or political Need to counter down all such evils humanity survival  ,question_2,,0.0,,,0.0,
<handle replaced><handle replaced>#womenaretrash majority of men are suffering in jail because of such false accusations,question_2,,1.0,,,,
<handle replaced><handle replaced>#womenaretrash next you will say thats sexist,question_2,,,1.0,,,
"<handle replaced><handle replaced>&amp; also Hawala Operations, Smuggling, Love-Jihad, Butchering Looting Raping Non-Believers is All Integral to Islam?",question_2,,,,1.0,,
"<handle replaced><handle replaced>, <handle replaced> and other sickular critics of Govt must take note of this.",question_2,,,0.0,,,
"<handle replaced><handle replaced>,taking potshots at multiple Grammy winners U2 and <handle replaced>who have done incredible work &amp; done quantitative work for charity indicates ur racist mindset , jealousy &amp; unreasonable superior complex towards anyone non Indian  <handle replaced>",question_2,,0.0,,,,
<handle replaced><handle replaced>- Md who never had a wife n Xss born from #Virgin mother! One whose apostle bcm messenger wth no physical form n d other who e2e was Jew! R u suggesting both r not #Humans per #Darwins theory of evolution? #PaidStooges loosing #CommonSense #BuggerOff,question_2,,0.0,,,,
<handle replaced><handle replaced>- why are you engaging in hate speech against India? Why are spreading terrorism?,question_2,,,,0.0,,
<handle replaced><handle replaced>0:19 Who is that bitch that swallows this thick and heavy sperm load?,question_2,,,,,,1.0
"<handle replaced><handle replaced>1 exception cannot b hallmark. U r speakng abt madrassas but Assam Govt also stopped fundng of Sanskrit tols. But u only c the M. Whn jornlsts tries 2 create a narrative, that is unethical, then don't criticize th politicians bcos u 2 r same. Pot calling kettle black.",question_2,,0.0,,,,
"<handle replaced><handle replaced>1 rule I always follow my life flirt or love with only bachelor , widow women or ladies never fall in love with married women as Marriage ❤️ is all about trust 💕 # Wife - Husband relationship should remain intact after marriage and I never believe to break others family life",question_2,,,,,1.0,
<handle replaced><handle replaced>1. Problem is with naming ti when he never said things like that. Otherwise i wudnt have trolled u.  2. Even persian is not correct. That's a leftist propaganda. Amhave been cleared many times before.  U can read it here.   ,question_2,,,0.0,,,
"<handle replaced><handle replaced>3-4% only pay tax. Haha, She thinks tax can only in crores, who earn in thousands pays in thousand, lakhs pay in lakhs, crores in crores but that doesn't mean we forget about who pay in hundreds becoz he earns in hundreds.",question_2,,,,,0.0,0.0
<handle replaced><handle replaced>4 more shots is nonsense doesn't represent reality. Not a stuff from responsible citizens. Shame,question_2,,,,,0.0,
"<handle replaced><handle replaced>5. Wrote a Facebook note to reveal my truth and spread word about the tumblr. It went viral.  6. For next three months wrote explainers on caste, Dalitness, passing, dealing with this identity, Dalit narrative   3/n",question_2,,,,,,0.0
"<handle replaced><handle replaced><handle replaced>  I am trying to understand When Arnab was on his right, Bombay High Court was not granting him Bail. But Bharti is caught with Drugs and still gets bail.. Bharti.. who is saving you?? Keen to know. Another one from Bollywood Gutter",question_2,,,1.0,,,
<handle replaced><handle replaced><handle replaced>  never shopping at walmart ever again.. U guys showed your true colors.. Go kiss up to China and how they treat our MUSLIMS there in concentration camps.,question_2,,0.0,,,,
<handle replaced><handle replaced><handle replaced> From her video it is evident that she knows who these big sharks are and are currently scot-free. FYA,question_2,,,,,0.0,
<handle replaced><handle replaced><handle replaced> Good one #publiccoin,question_2,0.0,0.0,,,,
<handle replaced><handle replaced><handle replaced> all of them come from one of the mostevolved part of the country where you can see the woman empowerment . Producing world champions one after another and all of them are competing in highly competitive sports. #sevensisters #NortheastIndia,question_2,,0.0,,,,
<handle replaced><handle replaced><handle replaced>#Hope they had the right #JusticeForDisha by killing off the real #rascals.,question_2,,0.0,,,,
<handle replaced><handle replaced><handle replaced>#HousingforAll is a sham. Prime urban land is for brokers &amp; big corporates. Forest Department was sleeping when the settlement was coming up? Slum dwellers must invoke provisions of Forest Rights Act &amp; provisions of SC/ST act under FRA to claim their rights. #FRA #Evictions,question_2,,,0.0,,,
<handle replaced><handle replaced><handle replaced>#RheaChakraborty is the National CRIMINAL,question_2,,,,,1.0,
<handle replaced><handle replaced><handle replaced>#Scrap498A stop #498A #Terrorism #LegalTerrorism #Genocide &amp; #FakeCases on #Men #GenderBiasedLaws #Corruption in #India is #BreakingIndia #MensCommission #PurushAayog   7 Ways Narcissists Are Caught Inside Self Made Tra…,question_2,,0.0,,,,
<handle replaced><handle replaced><handle replaced>#Scrap498A stop #498A #Terrorism #LegalTerrorism #Genocide &amp; #FakeCases on #Men #GenderBiasedLaws #Corruption in #India is #BreakingIndia #MensCommission #PurushAayog   Courts rejecting Witnesses under one pretext or ot…,question_2,,1.0,,,,
